,target,data,seq_len
7475,1,picture extols virtues comradeship community spunky spirited fashion,8
7476,1,would laugh tuba playing dwarf rolled hill trash chuckle thought ancient librarian whacking certain part man 's body answered yes means enjoy new guy,24
7477,1,movie inhuman monster 's human one,6
7478,0,chiller resolutely without chills,4
7479,1,meeting even exceeding expectations 's best sequel since empire strikes back majestic achievement epic astonishing grandeur surprising emotional depth,19
7480,1,cheery down to earth film warm cozy feeling relaxing around old friends,12
7481,0,'s hard imagine even small children impressed tired retread,9
7482,1,smartest bonehead comedy summer,4
7483,0,movie makes absolutely sense underlying mythology hodgepodge inconsistencies pose question since dumb entertainment dumb,14
7484,1,funny sick twisted sort way,5
7485,1,critics need good laugh too extreme for tv rendition notorious mtv show delivers outrageous sickening sidesplitting goods steaming visceral heaps,20
7486,0,film confusing one level another making ararat far demanding needs,10
7487,1,walk good girl mixed emotions disapproval justine combined tinge understanding actions,11
7488,0,movie kids n't need lesson repugnance 's also smart barbed enough older viewers everyone thinks poo poo jokes 'edgy ',20
7489,1,heaven haunting dramatization couple 's moral ascension,7
7490,1,ozpetek joins ranks gay filmmakers used emigre experience explore same sex culture ways elude nationally settled,16
7491,1,carefully structured scream consciousness tortured unsettling unquestionably alive,8
7492,1,bad journey,2
7493,1,far energy wit warmth expected movie 2 end title,9
7494,0,know ten bucks 'd spend ticket send cranky n't get paid enough sit crap like,15
7495,0,rehash every gangster movie past decade,6
7496,1,trashy little bit fluff stuffed enjoyable performances bewildering sense self importance,11
7497,0,mixed bag comedy ca n't really described world,8
7498,1,acting alone worth price admission,5
7499,1,probably best case christianity since chesterton lewis,7
7500,0,solondz tries tries hard storytelling fails provide much insight inside column torn book jacket,14
7501,1,journey secret 's eventual discovery separate adventure thrill enough,9
7502,0,long twinkly eyed close ups short shame,7
7503,1,oddity sure one might wind remembering degree affection rather revulsion,10
7504,1,pain loneliness insecurity screenwriting process vividly painfully brought slovenly life self deprecating biting witty feature written charlie kaufman twin brother donald directed spike jonze,24
7505,1,good full monty really strong second effort,7
7506,0,birot competent enough filmmaker story nothing fresh exciting,8
7507,0,may play well double feature mainstream foreign mush like big fat greek wedding,13
7508,1,dazzling complexity disturbing extraordinary themes piano teacher film defies categorisation haunts horrifies startles fascinates impossible look away ah yes 's music,21
7509,1,whole quite entertaining despite virtues unsettled feeling film,8
7510,0,overwrought taiwanese soaper three people mixed up relationship,8
7511,0,soul 's lacking every character movie subsequently movie,8
7512,0,shambles movie visually unattractive unbearably loud utterly silly hilarity completely unintentional,11
7513,0,stripped down approach give film certain timeless quality measured pace lack dramatic inflection also seem tedious,16
7514,1,n't know whether admire film 's stately nature call classicism exasperated noticeable lack pace,14
7515,1,timely look back civil disobedience anti war movements power strong voices,11
7516,0,balkans provide obstacle course love good woman,7
7517,1,familiar utterly delightful,3
7518,1,old fashioned scary movie one relies lingering terror punctuated sudden shocks constant bloodshed punctuated flying guts,16
7519,1,transforms one shakespeare 's deepest tragedies smart new comedy,9
7520,0,movie 's held captive mediocrity bad good bacon keeps things interesting n't go way pay full price,17
7521,0,pitiful slapdash disaster doa dud frame one,7
7522,0,film contains good jokes good scenes barely moment carvey 's saturday night live honed mimicry rises level embarrassment,18
7523,0,charms willful eccentricity least evidenced latest cinematic essay beginning wear bit thin,12
7524,0,aside showing us explicit detail difficult win two drink minimum crowd 's little learned watching 'comedian ',17
7525,1,journey worth time especially ellen pompeo sitting next ride,9
7526,0,slow moving swedish film offers even hint joy preferring focus humiliation martin defecates bed urinates plants birthday party,18
7527,0,video games involving mess,4
7528,1,confident richly acted emotionally devastating piece work 2002 's first great film,12
7529,0,tired predictable bordering offensive waste time money celluloid,8
7530,0,another week another gross out college comedy ugh,8
7531,0,apparently designed reverie memory regret thing 'll regret remembering experience sitting,11
7532,0,would hard think recent movie worked hard achieve little fun,10
7533,0,'m sure take longer heal welt johnny knoxville 's stomach riot control projectile tortured psyche,15
7534,0,'s supposed humorous all too human look hope breed certain kind madness strength never quite adds,16
7535,0,sequence ridiculous shoot 'em up scenes,6
7536,0,fact 'best part ' movie comes 60 second homage one demme 's good films n't bode well rest,18
7537,0,n't think laughed loud 're talking slapstick comedy 's pretty big problem,12
7538,1,brian tufano 's handsome widescreen photography paul grabowsky 's excellent music turn fairly parochial melodrama something really rather special,19
7539,1,impressive debut first time writer director mark romanek especially considering background music video,13
7540,0,irwin director never come adequate reason pay money get television free,11
7541,0,another wholly unnecessary addition growing moldering pile well extreme stunt pictures,11
7542,1,liked film lot,3
7543,0,stale futile scenario,3
7544,1,unlike teen flicks swimming takes time tell story casts mostly little known performers key roles introduces intriguing ambiguity,18
7545,1,reminder beyond hype recent digital glitz spielberg knows tell us people,11
7546,1,kind hands on storytelling ultimately makes shanghai ghetto move beyond good dry reliable textbook allows rank worthy predecessors,18
7547,1,provide nail biting suspense credible characters without relying technology of the moment technique pretentious dialogue,15
7548,0,ca n't recommend 's surprisingly harmless,6
7549,1,director writer bille august depicts relationship economical grace letting superb actors convey martin 's deterioration barbara 's sadness occasionally anger,20
7550,0,'s fun psychological mess austin powers bumping head way closet,10
7551,1,rush profits created predictably efficient piece business notable largely overwhelming creepiness eagerness create images wish n't seen day age course point,21
7552,1,huppert 's show steal makes meal channeling kathy baker 's creepy turn repressed mother boston public much 8 women 's augustine,21
7553,1,solidly constructed entertaining thriller stops short true inspiration,8
7554,1,fiji diver rusi vulakoro married couple howard michelle hall show us world love make us love,16
7555,1,disturbing frighteningly evocative assembly imagery hypnotic music composed philip glass,10
7556,1,devotees french cinema safe conduct rich period minutiae 's like dying going celluloid heaven,14
7557,1,baran shockingly devoid typical majid majidi shoe loving crippled children,10
7558,0,less fresh,2
